BFItem      1970, 1, 59228, F3:BB:A4:2B:2E:02, -83, -40, 37
BFItem      2339, 2, 59793, C6:51:BC:E4:0A:00, -87, -40, 37
BFItem      2340, 3, 60806, C6:51:BC:E4:0A:00, -84, -40, 38
BFItem      1976, 4, 65285, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      1978, 5, 67300, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      1981, 6, 70315, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      1982, 7, 71328, F3:BB:A4:2B:2E:02, -84, -40, 38
BFItem      2351, 8, 71908, C6:51:BC:E4:0A:00, -85, -40, 38
BFItem      2352, 9, 72922, C6:51:BC:E4:0A:00, -80, -40, 39
BFItem      1575, 10, 75488, C6:0D:29:0E:D8:03, -82, -40, 38
BFItem      1965, 11, 75994, FF:1B:2F:FB:89:01, -84, -40, 37
BFItem      1989, 12, 78389, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      1578, 13, 78521, C6:0D:29:0E:D8:03, -83, -40, 38
BFItem      1992, 14, 81414, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      2362, 15, 83007, C6:51:BC:E4:0A:00, -84, -40, 38
BFItem      2363, 16, 84018, C6:51:BC:E4:0A:00, -80, -40, 39
BFItem      1586, 17, 86589, C6:0D:29:0E:D8:03, -83, -40, 38
BFItem      1589, 18, 89615, C6:0D:29:0E:D8:03, -83, -40, 38
BFItem      1979, 19, 90113, FF:1B:2F:FB:89:01, -84, -40, 37
BFItem      1592, 20, 92634, C6:0D:29:0E:D8:03, -83, -40, 38
BFItem      2004, 21, 93532, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      2373, 22, 94108, C6:51:BC:E4:0A:00, -83, -40, 38
BFItem      2011, 23, 100596, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      1600, 24, 100710, C6:0D:29:0E:D8:03, -84, -40, 38
BFItem      1990, 25, 101217, FF:1B:2F:FB:89:01, -84, -40, 37
BFItem      2012, 26, 101608, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      2013, 27, 102623, F3:BB:A4:2B:2E:02, -87, -40, 39
