BFItem      2204, 1, 12836, F3:BB:A4:2B:2E:02, -81, -40, 37
BFItem      2574, 2, 14422, C6:51:BC:E4:0A:00, -80, -40, 38
BFItem      2577, 3, 17454, C6:51:BC:E4:0A:00, -81, -40, 38
BFItem      2212, 4, 20910, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      2213, 5, 21919, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      2215, 6, 23941, F3:BB:A4:2B:2E:02, -81, -40, 37
BFItem      2584, 7, 24516, C6:51:BC:E4:0A:00, -85, -40, 37
BFItem      2196, 8, 26611, FF:1B:2F:FB:89:01, -85, -40, 37
BFItem      2587, 9, 27554, C6:51:BC:E4:0A:00, -85, -40, 37
BFItem      2199, 10, 29632, FF:1B:2F:FB:89:01, -84, -40, 37
BFItem      2593, 11, 33621, C6:51:BC:E4:0A:00, -80, -40, 38
BFItem      2226, 12, 35037, F3:BB:A4:2B:2E:02, -81, -40, 37
BFItem      2227, 13, 36049, F3:BB:A4:2B:2E:02, -82, -40, 38
BFItem      2596, 14, 36644, C6:51:BC:E4:0A:00, -80, -40, 38
BFItem      2598, 15, 38657, C6:51:BC:E4:0A:00, -85, -40, 37
BFItem      2210, 16, 40727, FF:1B:2F:FB:89:01, -84, -40, 37
BFItem      2235, 17, 44129, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      2604, 18, 44717, C6:51:BC:E4:0A:00, -80, -40, 38
BFItem      2237, 19, 46140, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      2221, 20, 51811, FF:1B:2F:FB:89:01, -85, -40, 37
BFItem      2245, 21, 54209, F3:BB:A4:2B:2E:02, -82, -40, 37
BFItem      2246, 22, 55222, F3:BB:A4:2B:2E:02, -83, -40, 38
BFItem      2615, 23, 55813, C6:51:BC:E4:0A:00, -79, -40, 38
BFItem      2618, 24, 58833, C6:51:BC:E4:0A:00, -80, -40, 38
BFItem      2250, 25, 59257, F3:BB:A4:2B:2E:02, -85, -40, 39
BFItem      2620, 26, 60851, C6:51:BC:E4:0A:00, -85, -40, 37
BFItem      2621, 27, 61857, C6:51:BC:E4:0A:00, -79, -40, 38
BFItem      2256, 28, 65316, F3:BB:A4:2B:2E:02, -82, -40, 37
