BFItem        64, 1, 6667, EF:F3:F2:34:B9:05, -78, -40, 37
BFItem       759, 2, 6853, FF:1B:2F:FB:89:01, -68, -40, 39
BFItem        65, 3, 7677, EF:F3:F2:34:B9:05, -79, -40, 38
BFItem       760, 4, 7863, FF:1B:2F:FB:89:01, -63, -40, 37
BFItem       761, 5, 8875, FF:1B:2F:FB:89:01, -62, -40, 38
BFItem      1151, 6, 8951, C6:51:BC:E4:0A:00, -77, -40, 39
BFItem       354, 7, 9252, EA:D2:1B:15:A3:04, -79, -40, 39
BFItem       762, 8, 9885, FF:1B:2F:FB:89:01, -65, -40, 39
BFItem      1152, 9, 9960, C6:51:BC:E4:0A:00, -82, -40, 37
BFItem       784, 10, 10145, F3:BB:A4:2B:2E:02, -69, -40, 39
BFItem       355, 11, 10263, EA:D2:1B:15:A3:04, -85, -40, 37
BFItem       785, 12, 11149, F3:BB:A4:2B:2E:02, -76, -40, 37
BFItem       356, 13, 11271, EA:D2:1B:15:A3:04, -83, -40, 38
BFItem        48, 14, 11548, E9:70:AB:45:DF:06, -79, -40, 38
BFItem       786, 15, 12155, F3:BB:A4:2B:2E:02, -73, -40, 38
BFItem       375, 16, 12358, C6:0D:29:0E:D8:03, -88, -40, 37
BFItem      1155, 17, 12981, C6:51:BC:E4:0A:00, -82, -40, 37
BFItem        50, 18, 13563, E9:70:AB:45:DF:06, -80, -40, 37
BFItem       788, 19, 14177, F3:BB:A4:2B:2E:02, -75, -40, 37
BFItem        72, 20, 14743, EF:F3:F2:34:B9:05, -78, -40, 37
BFItem        73, 21, 15755, EF:F3:F2:34:B9:05, -79, -40, 38
BFItem        53, 22, 16587, E9:70:AB:45:DF:06, -81, -40, 37
BFItem        75, 23, 17771, EF:F3:F2:34:B9:05, -78, -40, 37
BFItem       770, 24, 17950, FF:1B:2F:FB:89:01, -66, -40, 39
BFItem        76, 25, 18780, EF:F3:F2:34:B9:05, -78, -40, 38
BFItem       771, 26, 18959, FF:1B:2F:FB:89:01, -63, -40, 37
BFItem       772, 27, 19970, FF:1B:2F:FB:89:01, -63, -40, 38
BFItem       365, 28, 20344, EA:D2:1B:15:A3:04, -79, -40, 39
BFItem        78, 29, 20789, EF:F3:F2:34:B9:05, -78, -40, 37
BFItem      1163, 30, 21043, C6:51:BC:E4:0A:00, -83, -40, 37
BFItem       366, 31, 21349, EA:D2:1B:15:A3:04, -84, -40, 37
BFItem       796, 32, 22253, F3:BB:A4:2B:2E:02, -76, -40, 37
BFItem       367, 33, 22360, EA:D2:1B:15:A3:04, -83, -40, 38
