Bluefruit Item,33767, FF:1B:2F:FB:89:4D,-57,4,37
Bluefruit Item,33773, E9:70:AB:45:DF:44,-48,4,37
Bluefruit Item,33775, D1:83:FE:03:9C:47,-55,4,37
Bluefruit Item,33781, C6:0D:29:0E:D8:44,-62,4,37
Bluefruit Item,33782, CD:2C:DF:8F:F4:41,-55,4,37
Bluefruit Item,33783, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,33789, FF:1B:2F:FB:89:4D,-57,4,37
Bluefruit Item,33791, EA:D2:1B:15:A3:45,-49,4,37
Bluefruit Item,33793, E9:70:AB:45:DF:44,-48,4,37
Bluefruit Item,33807, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,33809, C6:0D:29:0E:D8:44,-61,4,37
Bluefruit Item,33811, FF:1B:2F:FB:89:4D,-57,4,37
Bluefruit Item,34067, C6:0D:29:0E:D8:44,-63,4,37
Bluefruit Item,34076, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34079, CD:2C:DF:8F:F4:41,-54,4,37
Bluefruit Item,34083, FF:1B:2F:FB:89:4D,-57,4,37
Bluefruit Item,34084, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,34087, C6:0D:29:0E:D8:44,-62,4,37
Bluefruit Item,34093, F3:BB:A4:2B:2E:40,-49,4,37
Bluefruit Item,34095, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,34100, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,34106, FF:1B:2F:FB:89:4D,-57,4,37
Bluefruit Item,34109, C6:0D:29:0E:D8:44,-61,4,37
Bluefruit Item,34365, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34367, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,34375, C6:0D:29:0E:D8:44,-61,4,37
Bluefruit Item,34382, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,34385, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34388, FF:1B:2F:FB:89:4D,-58,4,37
Bluefruit Item,34390, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,34396, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,34408, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,34410, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34663, F3:BB:A4:2B:2E:40,-50,4,37
Bluefruit Item,34671, EA:93:A1:6D:AE:49,-52,4,37
Bluefruit Item,34675, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,34682, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34686, CD:2C:DF:8F:F4:41,-54,4,37
Bluefruit Item,34690, FF:1B:2F:FB:89:4D,-58,4,37
Bluefruit Item,34697, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,34701, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,34707, F3:BB:A4:2B:2E:40,-50,4,37
Bluefruit Item,34709, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,34711, FF:1B:2F:FB:89:4D,-58,4,37
Bluefruit Item,34967, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,34968, FF:1B:2F:FB:89:4D,-59,4,37
Bluefruit Item,34970, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,34974, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,34978, C6:0D:29:0E:D8:44,-62,4,37
Bluefruit Item,34979, C6:51:BC:E4:0A:4F,-53,4,37
Bluefruit Item,34992, FF:1B:2F:FB:89:4D,-59,4,37
Bluefruit Item,34994, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,34997, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,35003, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,35005, C6:0D:29:0E:D8:44,-61,4,37
Bluefruit Item,35265, C6:0D:29:0E:D8:44,-62,4,37
Bluefruit Item,35267, C6:51:BC:E4:0A:4F,-54,4,37
Bluefruit Item,35271, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,35276, F3:BB:A4:2B:2E:40,-46,4,37
Bluefruit Item,35279, D1:83:FE:03:9C:47,-54,4,37
Bluefruit Item,35289, FF:1B:2F:FB:89:4D,-58,4,37
Bluefruit Item,35291, C6:0D:29:0E:D8:44,-61,4,37
Bluefruit Item,35292, CD:2C:DF:8F:F4:41,-53,4,37
Bluefruit Item,35296, EA:93:A1:6D:AE:49,-52,4,37
Bluefruit Item,35300, E9:70:AB:45:DF:44,-47,4,37
Bluefruit Item,35301, D1:83:FE:03:9C:47,-54,4,37
