Bluefruit Item, 2790200, E9:70:AB:45:DF:44, -57, 4, 39
Bluefruit Item, 2790205, F3:BB:A4:2B:2E:40, -56, 4, 39
Bluefruit Item, 2790215, C6:0D:29:0E:D8:44, -56, 4, 39
Bluefruit Item, 2790269, E9:70:AB:45:DF:44, -55, 4, 37
Bluefruit Item, 2790271, E0:C4:A3:54:D2:4B, -59, 4, 37
Bluefruit Item, 2790280, F3:BB:A4:2B:2E:40, -64, 4, 37
Bluefruit Item, 2790292, EA:93:A1:6D:AE:49, -47, 4, 37
Bluefruit Item, 2790293, C6:0D:29:0E:D8:44, -57, 4, 37
Bluefruit Item, 2790299, E0:C4:A3:54:D2:4B, -59, 4, 37
Bluefruit Item, 2790302, F3:BB:A4:2B:2E:40, -63, 4, 37
Bluefruit Item, 2790312, EF:F3:F2:34:B9:4F, -50, 4, 37
Bluefruit Item, 2790376, E9:70:AB:45:DF:44, -58, 4, 38
Bluefruit Item, 2790382, F3:BB:A4:2B:2E:40, -50, 4, 38
Bluefruit Item, 2790396, E0:C4:A3:54:D2:4B, -44, 4, 38
Bluefruit Item, 2790400, C6:0D:29:0E:D8:44, -60, 4, 38
Bluefruit Item, 2790403, E9:70:AB:45:DF:44, -58, 4, 38
Bluefruit Item, 2790472, EF:F3:F2:34:B9:4F, -51, 4, 39
Bluefruit Item, 2790475, E0:C4:A3:54:D2:4B, -48, 4, 39
Bluefruit Item, 2790477, CD:2C:DF:8F:F4:41, -42, 4, 39
Bluefruit Item, 2790479, C6:0D:29:0E:D8:44, -58, 4, 39
Bluefruit Item, 2790484, F3:BB:A4:2B:2E:40, -56, 4, 39
Bluefruit Item, 2790485, E9:70:AB:45:DF:44, -57, 4, 39
Bluefruit Item, 2790494, C6:51:BC:E4:0A:4F, -59, 4, 39
Bluefruit Item, 2790499, E0:C4:A3:54:D2:4B, -48, 4, 39
Bluefruit Item, 2790507, C6:0D:29:0E:D8:44, -54, 4, 39
Bluefruit Item, 2790569, E0:C4:A3:54:D2:4B, -60, 4, 37
Bluefruit Item, 2790575, C6:0D:29:0E:D8:44, -56, 4, 37
Bluefruit Item, 2790583, F3:BB:A4:2B:2E:40, -61, 4, 37
Bluefruit Item, 2790587, E9:70:AB:45:DF:44, -54, 4, 37
Bluefruit Item, 2790597, E0:C4:A3:54:D2:4B, -61, 4, 37
Bluefruit Item, 2790598, C6:0D:29:0E:D8:44, -56, 4, 37
Bluefruit Item, 2790608, EA:93:A1:6D:AE:49, -47, 4, 37
Bluefruit Item, 2790614, E9:70:AB:45:DF:44, -55, 4, 37
Bluefruit Item, 2790670, C6:0D:29:0E:D8:44, -63, 4, 38
Bluefruit Item, 2790677, F3:BB:A4:2B:2E:40, -50, 4, 38
Bluefruit Item, 2790680, E0:C4:A3:54:D2:4B, -46, 4, 38
Bluefruit Item, 2790683, E9:70:AB:45:DF:44, -55, 4, 38
Bluefruit Item, 2790701, F3:BB:A4:2B:2E:40, -51, 4, 38
Bluefruit Item, 2790772, C6:0D:29:0E:D8:44, -51, 4, 39
Bluefruit Item, 2790774, F3:BB:A4:2B:2E:40, -60, 4, 39
Bluefruit Item, 2790776, E9:70:AB:45:DF:44, -57, 4, 39
Bluefruit Item, 2790787, E0:C4:A3:54:D2:4B, -46, 4, 39
Bluefruit Item, 2790791, EF:F3:F2:34:B9:4F, -62, 4, 39
Bluefruit Item, 2790793, CD:2C:DF:8F:F4:41, -42, 4, 39
Bluefruit Item, 2790797, F3:BB:A4:2B:2E:40, -54, 4, 39
Bluefruit Item, 2790799, D1:83:FE:03:9C:47, -46, 4, 39
Bluefruit Item, 2790801, E9:70:AB:45:DF:44, -56, 4, 39
Bluefruit Item, 2790867, E0:C4:A3:54:D2:4B, -53, 4, 37
Bluefruit Item, 2790875, C6:0D:29:0E:D8:44, -54, 4, 37
Bluefruit Item, 2790891, E0:C4:A3:54:D2:4B, -51, 4, 37
Bluefruit Item, 2790904, C6:0D:29:0E:D8:44, -54, 4, 37
Bluefruit Item, 2790916, E0:C4:A3:54:D2:4B, -52, 4, 37
Bluefruit Item, 2790969, C6:51:BC:E4:0A:4F, -58, 4, 38
Bluefruit Item, 2790978, E9:70:AB:45:DF:44, -54, 4, 38
Bluefruit Item, 2790981, EA:D2:1B:15:A3:45, -52, 4, 38
Bluefruit Item, 2790987, C6:0D:29:0E:D8:44, -62, 4, 38
Bluefruit Item, 2790998, F3:BB:A4:2B:2E:40, -47, 4, 38
Bluefruit Item, 2791009, E0:C4:A3:54:D2:4B, -46, 4, 38
Bluefruit Item, 2791068, E9:70:AB:45:DF:44, -56, 4, 39
Bluefruit Item, 2791074, F3:BB:A4:2B:2E:40, -54, 4, 39
Bluefruit Item, 2791084, EA:93:A1:6D:AE:49, -45, 4, 39
Bluefruit Item, 2791088, C6:0D:29:0E:D8:44, -56, 4, 39
Bluefruit Item, 2791089, E9:70:AB:45:DF:44, -56, 4, 39
Bluefruit Item, 2791092, E0:C4:A3:54:D2:4B, -52, 4, 39
Bluefruit Item, 2791106, EF:F3:F2:34:B9:4F, -51, 4, 39
Bluefruit Item, 2791110, CD:2C:DF:8F:F4:41, -41, 4, 39
Bluefruit Item, 2791116, D1:83:FE:03:9C:47, -48, 4, 39
Bluefruit Item, 2791167, C6:0D:29:0E:D8:44, -56, 4, 37
Bluefruit Item, 2791172, E0:C4:A3:54:D2:4B, -56, 4, 37
Bluefruit Item, 2791182, E9:70:AB:45:DF:44, -56, 4, 37
Bluefruit Item, 2791184, F3:BB:A4:2B:2E:40, -52, 4, 37
Bluefruit Item, 2791188, C6:0D:29:0E:D8:44, -57, 4, 37
Bluefruit Item, 2791198, E0:C4:A3:54:D2:4B, -57, 4, 37
Bluefruit Item, 2791204, E9:70:AB:45:DF:44, -55, 4, 37
Bluefruit Item, 2791210, F3:BB:A4:2B:2E:40, -53, 4, 37
Bluefruit Item, 2791269, D1:83:FE:03:9C:47, -49, 4, 38
Bluefruit Item, 2791272, E0:C4:A3:54:D2:4B, -46, 4, 38
Bluefruit Item, 2791281, C6:51:BC:E4:0A:4F, -63, 4, 38
Bluefruit Item, 2791282, F3:BB:A4:2B:2E:40, -51, 4, 38
Bluefruit Item, 2791291, C6:0D:29:0E:D8:44, -60, 4, 38
